date,open,high,low,close,Adj Close,Volume
2022-07-19,129.389999,129.960007,128.600006,129.559998,128.513718,5665100
2022-07-20,130.509995,131.309998,129.500000,130.639999,129.584991,6188300
2022-07-21,130.679993,132.559998,130.500000,132.550003,131.479568,6254900
2022-07-22,132.539993,133.389999,131.229996,132.210007,131.142319,4538800
2022-07-25,132.389999,132.699997,131.460007,132.020004,130.953842,6845100
2022-07-26,121.129997,122.690002,120.059998,121.980003,120.994926,31797200
2022-07-27,121.239998,126.769997,121.029999,126.589996,125.567696,14053200
2022-07-28,126.269997,130.509995,126.269997,129.750000,128.702179,11087400
2022-07-29,128.320007,132.259995,128.009995,132.050003,130.983612,10047300
2022-08-01,131.059998,134.229996,131.000000,132.539993,131.469635,8332100
2022-08-02,133.149994,133.710007,131.399994,132.679993,131.608521,6565000
2022-08-03,132.160004,132.940002,129.860001,130.500000,129.446121,10667700
2022-08-04,130.669998,130.800003,125.330002,125.570000,124.555931,17702000
2022-08-05,125.510002,126.809998,125.120003,126.580002,125.557777,10669000
2022-08-08,126.650002,128.210007,126.610001,127.610001,126.579460,6058400
2022-08-09,127.889999,128.970001,127.209999,128.869995,127.829277,6441700
2022-08-10,130.000000,130.149994,128.389999,129.139999,128.097107,8417000
2022-08-11,129.699997,130.369995,128.600006,129.820007,129.332458,7951500
2022-08-12,130.000000,132.839996,129.820007,132.220001,131.723434,8875000
2022-08-15,131.630005,133.570007,131.360001,132.600006,132.102005,8838700
2022-08-16,138.899994,140.929993,138.190002,139.369995,138.846573,30591100
2022-08-17,138.570007,142.720001,138.399994,139.520004,138.996017,13930700
2022-08-18,139.529999,140.419998,138.500000,139.070007,138.547714,6399200
2022-08-19,138.919998,139.070007,136.910004,137.020004,136.505402,7639600
2022-08-22,136.199997,136.720001,134.440002,134.570007,134.064606,6222400
2022-08-23,134.610001,134.960007,133.210007,134.000000,133.496750,5651700
2022-08-24,134.350006,135.289993,133.600006,134.970001,134.463104,5255500
2022-08-25,135.279999,135.990005,135.029999,135.869995,135.359711,6471500
2022-08-26,136.110001,136.830002,131.509995,131.600006,131.105759,7110600
2022-08-29,130.830002,133.869995,130.589996,132.880005,132.380951,5793900
2022-08-30,133.339996,133.649994,131.740005,132.479996,131.982452,4822700
2022-08-31,132.779999,133.789993,131.929993,132.550003,132.052200,7486900
2022-09-01,132.539993,135.139999,132.399994,134.479996,133.974945,7247300
2022-09-02,134.850006,135.669998,132.440002,133.000000,132.500504,5744800
2022-09-06,133.050003,133.619995,130.720001,132.339996,131.842972,7299900
2022-09-07,133.059998,135.970001,132.740005,135.740005,135.230209,5686300
2022-09-08,135.399994,136.869995,134.880005,136.429993,135.917618,5652000
2022-09-09,136.300003,137.500000,136.130005,136.839996,136.326080,5380200
2022-09-12,137.080002,138.250000,136.970001,138.070007,137.551468,4761500
2022-09-13,136.860001,137.949997,134.809998,135.220001,134.712158,5895800
2022-09-14,135.630005,136.529999,134.100006,134.919998,134.413284,6644900
2022-09-15,135.050003,135.149994,132.970001,133.470001,132.968735,6729800
2022-09-16,132.000000,134.550003,131.279999,133.190002,132.689789,13958100
2022-09-19,132.820007,134.759995,132.470001,134.330002,133.825516,5617700
2022-09-20,133.479996,133.880005,132.539993,133.550003,133.048431,4654500
2022-09-21,135.440002,137.449997,134.619995,134.770004,134.263855,8301200
2022-09-22,134.570007,134.720001,132.839996,133.389999,132.889038,5581500
2022-09-23,132.869995,133.179993,128.770004,130.059998,129.571533,9065100
2022-09-26,128.750000,132.139999,128.270004,131.309998,130.816849,7670400
2022-09-27,132.229996,133.429993,130.300003,130.949997,130.458191,5723900
2022-09-28,131.410004,133.649994,129.720001,133.110001,132.610092,5612800
2022-09-29,133.500000,134.119995,131.630005,132.250000,131.753311,5080500
2022-09-30,132.240005,132.360001,129.699997,129.699997,129.212891,6534100
2022-10-03,130.240005,132.789993,130.009995,132.529999,132.032272,5858300
2022-10-04,133.860001,135.199997,133.369995,134.250000,133.745804,5378100
2022-10-05,133.759995,134.619995,132.509995,132.919998,132.420807,4851300
2022-10-06,133.080002,134.479996,131.580002,131.679993,131.185455,4733500
2022-10-07,131.309998,131.649994,128.070007,128.559998,128.077179,5693500
2022-10-10,129.529999,129.929993,128.279999,129.320007,128.834335,3803900
2022-10-11,129.509995,133.800003,129.460007,132.669998,132.171738,7092000
2022-10-12,133.009995,134.770004,130.970001,131.169998,130.677368,5649200
2022-10-13,129.279999,132.940002,128.369995,132.279999,131.783203,6848500
2022-10-14,132.440002,133.220001,130.050003,130.429993,129.940140,5547000
2022-10-17,130.960007,132.830002,130.589996,131.369995,130.876617,5937500
2022-10-18,133.429993,135.100006,133.330002,134.139999,133.636215,5614100
2022-10-19,134.330002,134.729996,132.970001,133.759995,133.257645,3779800
2022-10-20,133.979996,135.399994,133.649994,134.089996,133.586411,4251600
2022-10-21,134.809998,137.410004,134.000000,136.800003,136.286240,6044900
2022-10-24,137.449997,140.479996,137.130005,139.410004,138.886429,6268900
2022-10-25,139.089996,140.440002,138.320007,140.070007,139.543961,5017100
2022-10-26,140.360001,142.039993,139.820007,141.139999,140.609924,6918100
2022-10-27,141.009995,142.100006,140.289993,140.729996,140.201462,5534300
2022-10-28,140.050003,142.899994,140.039993,142.509995,141.974777,4549400
2022-10-31,142.339996,143.070007,141.770004,142.330002,141.795456,7524000
2022-11-01,142.970001,143.550003,141.500000,141.690002,141.157867,4938100
2022-11-02,141.160004,143.570007,140.699997,140.750000,140.221390,5174000
2022-11-03,139.509995,141.710007,139.080002,140.720001,140.191513,3658800
2022-11-04,142.029999,142.210007,138.789993,140.970001,140.440567,4889800
2022-11-07,141.259995,142.970001,141.259995,142.449997,141.915009,3788000
2022-11-08,142.580002,144.070007,141.509995,142.789993,142.253723,5022800
2022-11-09,142.759995,143.160004,139.210007,139.470001,138.946198,5310700
2022-11-10,142.509995,142.690002,140.500000,142.360001,141.825348,6770200
2022-11-11,142.669998,143.119995,139.990005,142.580002,142.044525,6423600
2022-11-14,141.639999,143.320007,138.270004,138.389999,137.870255,12508600
2022-11-15,145.610001,150.270004,144.550003,147.440002,146.886276,25516200
2022-11-16,147.880005,150.199997,147.119995,148.500000,147.942291,10864400
2022-11-17,147.009995,148.729996,146.710007,148.000000,147.444168,8263800
2022-11-18,149.669998,150.240005,148.770004,150.229996,149.665787,6329000
2022-11-21,150.610001,152.139999,150.190002,151.149994,150.582336,7052400
2022-11-22,152.000000,152.449997,151.119995,151.690002,151.120316,5632800
2022-11-23,152.080002,153.369995,151.880005,152.419998,151.847565,5640200
2022-11-25,152.119995,153.089996,151.860001,153.070007,152.495132,2925800
2022-11-28,152.720001,154.639999,152.720001,153.509995,152.933472,5891600
2022-11-29,153.029999,153.710007,152.550003,152.970001,152.395508,4613900
2022-11-30,152.610001,152.770004,151.199997,152.419998,151.847565,10446000
2022-12-01,152.050003,153.610001,150.729996,153.369995,152.793991,7577400
2022-12-02,151.479996,153.240005,151.479996,153.220001,152.644562,6911000
2022-12-05,152.750000,153.000000,150.509995,151.649994,151.080460,7869400
2022-12-06,151.199997,151.910004,149.210007,149.889999,149.327072,6875200
2022-12-07,150.500000,151.210007,148.820007,149.110001,148.550003,5850100
2022-12-08,149.160004,149.279999,148.139999,148.779999,148.779999,4504200
2022-12-09,147.470001,147.720001,145.220001,145.309998,145.309998,9309800
2022-12-12,145.899994,148.100006,145.559998,148.020004,148.020004,6477400
2022-12-13,150.000000,150.199997,146.740005,147.490005,147.490005,7802700
2022-12-14,147.089996,148.529999,145.960007,146.669998,146.669998,6778200
2022-12-15,145.580002,146.419998,143.630005,145.360001,145.360001,5838000
2022-12-16,144.479996,144.720001,142.570007,142.750000,142.750000,13447700
2022-12-19,143.009995,143.559998,141.729996,142.800003,142.800003,5022500
2022-12-20,142.919998,144.639999,142.250000,144.050003,144.050003,5669800
2022-12-21,144.320007,145.940002,144.259995,145.179993,145.179993,4575500
2022-12-22,144.770004,144.979996,141.929993,143.479996,143.479996,4360800
2022-12-23,143.050003,143.800003,142.279999,143.770004,143.770004,3182500
2022-12-27,144.039993,144.449997,143.190002,143.809998,143.809998,3348200
2022-12-28,143.470001,143.669998,140.910004,141.289993,141.289993,5082100
2022-12-29,142.139999,143.020004,141.750000,142.149994,142.149994,3057300
2022-12-30,141.559998,141.990005,140.809998,141.789993,141.789993,3834800
2023-01-03,142.550003,143.710007,142.089996,143.600006,143.600006,5749900
2023-01-04,143.419998,144.050003,142.070007,143.759995,143.759995,4446100
2023-01-05,143.460007,144.130005,142.649994,143.270004,143.270004,4424800
2023-01-06,144.600006,147.550003,144.240005,146.779999,146.779999,7076300
2023-01-09,146.320007,147.860001,144.800003,144.949997,144.949997,5918900
2023-01-10,144.940002,145.449997,143.729996,144.860001,144.860001,3990200
2023-01-11,145.740005,146.179993,144.729996,146.130005,146.130005,4944900
2023-01-12,146.410004,146.419998,144.389999,144.809998,144.809998,4157600
2023-01-13,145.529999,145.820007,143.860001,145.289993,145.289993,4566600
2023-01-17,145.289993,145.710007,144.199997,144.410004,144.410004,5040800
2023-01-18,144.199997,144.250000,140.479996,140.839996,140.839996,7558100
2023-01-19,141.389999,141.529999,138.789993,138.830002,138.830002,5780700
2023-01-20,139.399994,140.779999,138.169998,140.539993,140.539993,9841500
2023-01-23,140.460007,143.009995,140.199997,142.639999,142.639999,4383300
2023-01-24,146.550003,159.880005,141.000000,143.020004,143.020004,4556500
2023-01-25,142.240005,142.839996,140.389999,142.339996,142.339996,4163900
2023-01-26,143.029999,143.750000,141.759995,142.210007,142.210007,5273000
2023-01-27,142.600006,144.470001,141.750000,143.300003,143.300003,6135900
2023-01-30,142.119995,142.449997,141.270004,142.149994,142.149994,5299200
2023-01-31,142.320007,143.880005,141.660004,143.869995,143.869995,4701200
2023-02-01,143.660004,145.610001,142.699997,144.669998,144.669998,4283100
2023-02-02,144.410004,144.860001,142.940002,143.619995,143.619995,5935600
2023-02-03,143.360001,143.960007,140.860001,141.710007,141.710007,5717000
2023-02-06,141.820007,142.100006,140.029999,140.679993,140.679993,5818000
2023-02-07,139.770004,141.300003,138.690002,140.979996,140.979996,5447100
2023-02-08,140.330002,141.100006,139.990005,140.220001,140.220001,3897100
2023-02-09,140.869995,141.940002,140.570007,141.520004,141.520004,4354800
2023-02-10,143.089996,143.940002,142.169998,143.720001,143.720001,5000000
2023-02-13,144.710007,146.119995,144.509995,145.910004,145.910004,5338600
2023-02-14,145.729996,147.130005,144.559998,145.490005,145.490005,4610400
2023-02-15,144.960007,146.600006,144.559998,146.570007,146.570007,4892700
2023-02-16,145.479996,145.990005,144.179993,144.270004,144.270004,5437400
2023-02-17,145.110001,146.690002,144.570007,146.440002,146.440002,8250700
